carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
0.3,Fair,5,G,4,VVS1,2,58.6,66.0,1027.0,4.36,4.41,2.57,region1
0.5,Very Good,3,F,3,VVS2,3,61.9,59.0,2653.0,5.07,5.11,3.15,region1
1.52,Ideal,1,H,5,SI1,6,61.5,58.0,12177.0,7.4,7.36,4.54,region2
1.02,Premium,2,E,2,VVS1,2,61.5,59.0,14512.0,6.46,6.41,3.96,region1
0.33,Ideal,1,G,4,VS1,4,62.3,57.0,982.0,4.42,4.38,2.74,region2
0.36,Ideal,1,D,1,VS2,5,61.1,57.0,980.0,4.58,4.62,2.81,region2
1.5,Premium,2,G,4,SI1,6,62.3,60.0,6782.0,7.27,7.17,4.5,region4
0.73,Very Good,3,F,3,SI1,6,61.3,56.0,3930.0,5.78,5.84,3.56,region1
1.08,Ideal,1,G,4,SI2,7,61.9,58.0,4208.0,6.55,6.57,4.06,region4
1.13,Premium,2,G,4,SI2,7,60.0,61.0,4744.0,6.78,6.71,4.05,region3
0.36,Premium,2,I,6,VS2,5,62.7,59.0,842.0,4.58,4.54,2.86,region1
0.72,Good,4,E,2,SI2,7,57.9,56.0,2423.0,5.93,5.85,3.41,region3
0.24,Good,4,F,3,VVS1,2,64.8,57.0,640.0,3.9,3.94,2.54,region1
0.8,Ideal,1,F,3,VS1,4,61.2,56.0,4439.0,5.98,6.01,3.67,region2
1.09,Very Good,3,D,1,SI2,7,59.2,63.0,4970.0,6.71,6.67,3.96,region2
0.4,Very Good,3,D,1,VS2,5,59.3,58.0,1105.0,4.8,4.85,2.86,region1
1.07,Ideal,1,F,3,SI2,7,62.0,56.0,5839.0,6.51,6.55,4.09,region2
0.42,Ideal,1,G,4,VS1,4,62.7,54.0,1279.0,4.83,4.8,3.02,region1
0.41,Ideal,1,E,2,VS2,5,62.3,54.0,1138.0,4.74,4.8,2.97,region1
0.26,Premium,2,E,2,VS2,5,62.1,56.0,754.0,4.13,4.11,2.56,region1
0.3,Ideal,1,I,6,SI1,6,61.9,57.0,549.0,4.29,4.31,2.66,region1
1.5,Premium,2,F,3,VS2,5,61.5,58.0,18292.0,7.34,7.36,4.52,region1
0.71,Premium,2,H,5,VS2,5,62.8,56.0,2658.0,5.75,5.68,3.59,region3
1.0,Very Good,3,D,1,SI2,7,63.2,57.0,4165.0,6.24,6.32,3.97,region4
0.9,Premium,2,G,4,SI1,6,62.7,58.0,4906.0,6.13,6.08,3.83,region1
0.85,Very Good,3,E,2,SI2,7,63.1,58.0,3411.0,6.02,6.0,3.79,region2
1.52,Premium,2,J,7,VS2,5,62.0,59.0,6982.0,7.28,7.31,4.52,region4
1.21,Ideal,1,H,5,SI2,7,62.6,56.0,7311.0,6.84,6.77,4.26,region1
0.26,Ideal,1,D,1,VVS2,3,61.4,56.0,1000.0,4.15,4.12,2.54,region1
1.54,Ideal,1,F,3,VS1,4,60.5,56.0,23334.0,7.52,7.49,4.54,region1
0.35,Ideal,1,E,2,IF,1,62.2,56.0,1630.0,4.52,4.51,2.81,region1
0.31,Premium,2,E,2,SI1,6,62.7,58.0,612.0,4.32,4.35,2.72,region1
0.42,Ideal,1,F,3,SI2,7,61.7,54.0,814.0,4.85,4.87,3.0,region1
0.41,Ideal,1,G,4,VVS1,2,62.1,55.0,1292.0,4.79,4.74,2.96,region3
0.31,Ideal,1,G,4,SI1,6,62.2,55.0,771.0,4.38,4.36,2.72,region1
0.52,Very Good,3,E,2,VS2,5,62.5,58.0,1736.0,5.13,5.18,3.22,region3
1.01,Premium,2,F,3,SI2,7,62.6,60.0,4047.0,6.37,6.35,3.98,region4
0.3,Very Good,3,D,1,VS1,4,62.2,58.0,779.0,4.25,4.27,2.65,region3
0.34,Premium,2,E,2,SI2,7,62.4,59.0,620.0,4.42,4.46,2.77,region1
0.71,Ideal,1,F,3,SI1,6,61.5,56.0,2740.0,5.69,5.76,3.52,region3
0.5,Premium,2,E,2,VS2,5,62.0,58.0,1403.0,5.07,5.09,3.15,region4
0.3,Premium,2,E,2,VS2,5,60.7,59.0,855.0,4.3,4.33,2.62,region1
1.12,Ideal,1,G,4,VS2,5,62.2,54.0,7790.0,6.65,6.62,4.13,region2
1.51,Ideal,1,J,7,VS2,5,61.5,56.0,7383.0,7.37,7.4,4.54,region4
0.71,Ideal,1,E,2,VS1,4,60.4,56.0,3400.0,5.8,5.85,3.52,region3
0.75,Ideal,1,J,7,VS1,4,62.9,57.0,2070.0,5.74,5.81,3.63,region4
1.11,Ideal,1,H,5,SI2,7,62.6,56.0,5427.0,6.58,6.65,4.14,region2
1.71,Premium,2,G,4,VS1,4,62.3,58.0,17893.0,7.61,7.65,4.75,region3
1.0,Premium,2,E,2,SI2,7,60.6,61.0,4610.0,6.44,6.39,3.89,region3
1.21,Ideal,1,F,3,SI2,7,61.8,57.0,5494.0,6.87,6.82,4.23,region4
1.71,Very Good,3,F,3,SI1,6,63.3,53.0,11837.0,7.54,7.59,4.79,region4
0.71,Very Good,3,G,4,VVS2,3,62.8,58.0,3445.0,5.69,5.75,3.59,region3
0.76,Ideal,1,E,2,VS2,5,61.3,56.0,4003.0,5.79,5.83,3.56,region1
0.71,Very Good,3,I,6,VS2,5,61.4,56.0,2885.0,5.73,5.79,3.53,region1
2.19,Very Good,3,I,6,SI1,6,62.6,58.0,17042.0,8.24,8.33,5.19,region2
1.5,Ideal,1,I,6,VS2,5,60.0,61.0,12775.0,7.39,7.42,4.44,region1
1.0,Good,4,D,1,SI1,6,64.8,58.0,4512.0,6.23,6.27,4.05,region4
1.2,Very Good,3,J,7,SI2,7,61.8,56.0,4717.0,6.81,6.85,4.22,region2
0.35,Ideal,1,F,3,VS1,4,62.4,55.0,765.0,4.49,4.52,2.81,region2
0.4,Fair,5,D,1,SI1,6,65.1,55.0,741.0,4.63,4.68,3.03,region2
0.4,Ideal,1,G,4,VVS1,2,62.1,53.0,1199.0,4.75,4.79,2.96,region2
1.64,Premium,2,F,3,SI1,6,62.8,59.0,14570.0,7.53,7.51,4.72,region2
0.54,Ideal,1,H,5,VVS1,2,61.7,57.0,2236.0,5.24,5.23,3.23,region2
0.74,Premium,2,E,2,VS2,5,62.7,58.0,2905.0,5.77,5.72,3.6,region4
1.24,Ideal,1,J,7,SI2,7,60.1,57.0,5500.0,7.02,6.98,4.21,region2
0.32,Ideal,1,F,3,VS1,4,61.9,55.0,788.0,4.41,4.4,2.73,region4
0.71,Very Good,3,E,2,SI1,6,63.1,59.0,2197.0,5.75,5.62,3.59,region4
2.0,Very Good,3,G,4,SI1,6,63.0,55.0,15952.0,7.96,8.1,5.06,region4
0.32,Ideal,1,G,4,VVS1,2,61.7,56.0,1058.0,4.4,4.42,2.72,region1
0.4,Ideal,1,I,6,SI1,6,61.6,56.0,994.0,4.74,4.68,2.9,region1
0.91,Premium,2,H,5,VS2,5,61.8,60.0,3814.0,6.22,6.18,3.83,region4
1.5,Good,4,E,2,SI1,6,63.9,54.0,12545.0,7.26,7.2,4.62,region3
0.31,Ideal,1,D,1,VVS1,2,62.3,54.0,996.0,4.36,4.4,2.73,region3
0.7,Very Good,3,D,1,VVS2,3,62.3,56.0,4709.0,5.66,5.7,3.54,region1
1.02,Premium,2,F,3,VS1,4,62.7,55.0,6909.0,6.43,6.37,4.01,region4
0.54,Ideal,1,E,2,VS2,5,62.4,56.0,1588.0,5.23,5.19,3.25,region4
0.3,Ideal,1,G,4,VVS2,3,61.5,56.0,790.0,4.34,4.31,2.66,region4
1.0,Premium,2,F,3,VS2,5,59.9,60.0,5886.0,6.11,6.07,3.65,region3
1.01,Premium,2,G,4,VS2,5,61.8,59.0,6243.0,6.45,6.4,3.97,region3
1.01,Premium,2,F,3,VS1,4,62.4,61.0,9265.0,6.39,6.36,3.98,region1
1.01,Premium,2,G,4,VS2,5,62.1,59.0,6157.0,6.43,6.38,3.98,region3
1.13,Ideal,1,I,6,VS2,5,62.2,55.0,5423.0,6.69,6.67,4.15,region3
0.32,Ideal,1,D,1,SI1,6,60.9,55.0,930.0,4.45,4.48,2.72,region1
0.7,Ideal,1,D,1,VS2,5,61.4,55.0,4368.0,5.71,5.75,3.52,region1
1.52,Ideal,1,E,2,VS2,5,62.2,57.0,17525.0,7.34,7.38,4.58,region2
1.2,Premium,2,H,5,SI2,7,62.4,61.0,5796.0,6.81,6.78,4.24,region2
1.72,Very Good,3,F,3,I1,8,60.5,59.0,9051.0,7.71,7.8,4.69,region1
0.41,Premium,2,D,1,SI1,6,61.4,58.0,712.0,4.76,4.78,2.93,region4
0.72,Ideal,1,G,4,VVS2,3,62.0,55.0,3855.0,5.72,5.76,3.56,region2
0.3,Premium,2,E,2,VS2,5,60.4,58.0,760.0,4.34,4.3,2.61,region4
0.32,Very Good,3,H,5,VS1,4,58.9,63.0,811.0,4.46,4.4,2.61,region1
0.35,Premium,2,I,6,SI1,6,62.5,58.0,425.0,4.49,4.53,2.82,region4
0.31,Premium,2,H,5,VS2,5,61.9,58.0,722.0,4.39,4.37,2.71,region2
1.31,Ideal,1,G,4,VVS2,3,61.3,58.0,10778.0,7.03,7.07,4.32,region4
0.7,Very Good,3,I,6,SI1,6,61.4,57.0,2129.0,5.72,5.75,3.52,region3
1.52,Ideal,1,G,4,VS2,5,61.4,56.0,13223.0,7.39,7.47,4.56,region4
0.74,Premium,2,G,4,SI2,7,62.8,57.0,2425.0,5.77,5.73,3.61,region2
1.01,Premium,2,F,3,SI2,7,60.9,60.0,4286.0,6.45,6.42,3.91,region1
1.02,Ideal,1,E,2,SI1,6,61.9,55.0,7548.0,6.49,6.46,4.01,region1
0.77,Good,4,D,1,SI2,7,63.8,58.0,2378.0,5.78,5.81,3.7,region4
1.2,Premium,2,E,2,VS1,4,60.7,57.0,10556.0,6.89,6.81,4.16,region3
1.2,Premium,2,H,5,SI1,6,61.8,58.0,5952.0,6.8,6.72,4.18,region3
1.2,Very Good,3,G,4,SI2,7,62.5,57.0,4725.0,6.73,6.84,4.24,region4
0.31,Very Good,3,E,2,SI1,6,58.3,60.0,707.0,4.48,4.51,2.62,region1
0.73,Ideal,1,E,2,SI1,6,60.1,56.0,3060.0,5.91,5.87,3.54,region2
0.51,Good,4,D,1,SI1,6,63.3,57.0,1636.0,5.06,5.09,3.21,region2
1.01,Premium,2,G,4,IF,1,63.0,60.0,9338.0,6.35,6.31,3.99,region2
1.17,Ideal,1,G,4,VS2,5,62.0,57.0,8536.0,6.74,6.78,4.19,region2
0.44,Premium,2,G,4,VVS2,3,60.9,57.0,1328.0,4.93,4.89,2.99,region2
0.91,Very Good,3,F,3,VS2,5,62.1,58.0,5655.0,6.19,6.24,3.86,region2
1.22,Good,4,J,7,VS1,4,58.5,61.0,5624.0,6.94,7.0,4.08,region3
0.3,Very Good,3,D,1,SI1,6,63.1,56.0,695.0,4.28,4.24,2.69,region3
1.51,Premium,2,G,4,VS1,4,62.4,60.0,11653.0,7.34,7.3,4.57,region4
1.01,Premium,2,G,4,SI2,7,63.0,59.0,4119.0,6.38,6.32,4.0,region3
0.55,Very Good,3,E,2,VVS2,3,60.8,55.0,2350.0,5.26,5.33,3.22,region3
0.24,Very Good,3,H,5,VVS2,3,61.9,57.0,584.0,3.97,4.01,2.47,region1
1.16,Ideal,1,G,4,VS2,5,62.3,57.0,6367.0,6.66,6.72,4.17,region4
2.2,Ideal,1,H,5,SI2,7,60.0,58.0,14877.0,8.47,8.5,5.09,region4
0.78,Very Good,3,D,1,VS2,5,58.5,56.0,4287.0,6.08,6.12,3.57,region1
0.37,Very Good,3,E,2,VS1,4,60.2,56.0,971.0,4.68,4.71,2.83,region3
0.7,Premium,2,F,3,SI1,6,62.6,55.0,2293.0,5.65,4.5,3.0,region3
0.57,Ideal,1,E,2,SI1,6,62.1,56.0,1987.0,5.33,5.3,3.3,region2
2.02,Very Good,3,F,3,SI1,6,62.8,59.0,18385.0,7.9,7.98,4.99,region2
1.51,Premium,2,F,3,VS2,5,62.0,60.0,12865.0,7.35,7.23,4.52,region4
0.41,Very Good,3,D,1,VS2,5,62.8,55.0,1057.0,4.7,4.73,2.96,region3
0.4,Very Good,3,E,2,VVS2,3,62.8,58.0,1119.0,4.68,4.71,2.95,region3
1.2,Very Good,3,G,4,SI1,6,63.2,59.0,7364.0,6.77,6.74,4.27,region1
1.1,Premium,2,H,5,SI1,6,60.7,59.0,6297.0,6.72,6.7,4.07,region2
1.0,Premium,2,G,4,VS2,5,60.8,60.0,4790.0,6.39,6.33,3.87,region4
0.72,Very Good,3,F,3,VS2,5,61.6,58.0,2914.0,5.75,5.78,3.55,region4
1.5,Very Good,3,I,6,SI1,6,63.1,59.0,10778.0,7.16,7.23,4.54,region1
0.37,Ideal,1,F,3,VS2,5,60.6,56.0,783.0,4.63,4.64,2.81,region3
1.2,Very Good,3,I,6,VS1,4,62.4,56.0,6475.0,6.78,6.74,4.22,region3
0.34,Premium,2,H,5,SI1,6,62.1,59.0,551.0,4.5,4.46,2.78,region4
1.13,Very Good,3,H,5,SI2,7,62.0,58.0,5956.0,6.67,6.71,4.15,region2
0.4,Very Good,3,G,4,VS1,4,63.4,56.0,1156.0,4.72,4.68,2.98,region2
1.2,Very Good,3,I,6,SI1,6,62.6,57.0,4928.0,6.74,6.77,4.23,region4
0.81,Very Good,3,F,3,SI2,7,63.2,58.0,3269.0,5.91,5.92,3.74,region2
0.76,Ideal,1,D,1,SI2,7,62.2,57.0,3518.0,5.85,5.83,3.63,region1
0.41,Ideal,1,F,3,VVS1,2,62.3,53.0,1424.0,4.8,4.77,2.98,region3
2.0,Very Good,3,H,5,SI1,6,62.8,57.0,16923.0,7.95,8.0,5.01,region4
0.75,Premium,2,F,3,SI1,6,61.5,58.0,2415.0,5.83,5.87,3.6,region4
0.97,Premium,2,F,3,SI2,7,61.9,58.0,4193.0,6.35,6.31,3.92,region3
0.34,Ideal,1,E,2,VS1,4,60.8,57.0,1046.0,4.49,4.53,2.74,region1
1.23,Premium,2,I,6,VS1,4,61.6,58.0,6477.0,6.9,6.84,4.23,region2
1.01,Very Good,3,E,2,VS2,5,63.1,56.0,5832.0,6.34,6.4,4.02,region4
0.31,Very Good,3,H,5,VS1,4,63.1,57.0,733.0,4.34,4.31,2.73,region3
0.54,Premium,2,H,5,SI1,6,61.0,58.0,1500.0,5.23,5.27,3.2,region1
1.11,Ideal,1,H,5,SI1,6,60.2,54.0,6112.0,6.82,6.7,4.07,region2
0.36,Ideal,1,E,2,VS2,5,61.2,56.0,912.0,4.62,4.6,2.82,region4
0.33,Premium,2,G,4,VS1,4,61.3,58.0,766.0,4.42,4.45,2.72,region2
0.79,Good,4,D,1,SI2,7,63.9,56.0,2666.0,5.89,5.84,3.75,region3
1.0,Very Good,3,E,2,VS1,4,61.2,57.0,6302.0,6.43,6.47,3.95,region4
0.9,Very Good,3,F,3,VS2,5,62.6,58.0,4915.0,6.08,6.13,3.82,region3
0.42,Ideal,1,F,3,VVS2,3,61.6,56.0,1282.0,4.85,4.83,2.98,region3
2.15,Ideal,1,I,6,SI2,7,61.7,55.0,18875.0,8.43,8.24,5.14,region1
0.31,Premium,2,F,3,VS2,5,61.8,59.0,656.0,4.31,4.33,2.67,region3
0.74,Premium,2,F,3,SI1,6,62.3,61.0,2451.0,5.8,5.76,3.6,region4
0.77,Very Good,3,D,1,VS2,5,63.0,58.0,4356.0,5.81,5.85,3.67,region1
0.32,Ideal,1,F,3,VS2,5,61.1,57.0,952.0,4.44,4.4,2.7,region2
1.21,Premium,2,F,3,VS1,4,62.6,59.0,9016.0,6.81,6.76,4.25,region4
0.8,Ideal,1,E,2,SI1,6,61.0,57.0,5057.0,6.0,6.03,3.67,region1
1.0,Fair,5,E,2,SI1,6,66.5,55.0,4805.0,6.21,6.19,4.12,region1
0.35,Good,4,F,3,SI1,6,63.6,54.0,612.0,4.51,4.52,2.87,region3
1.01,Premium,2,G,4,VS1,4,62.3,59.0,5849.0,6.38,6.42,3.99,region4
2.19,Premium,2,I,6,SI2,7,60.8,60.0,17287.0,8.34,8.38,5.08,region2
0.43,Ideal,1,G,4,SI2,7,62.3,53.0,800.0,4.84,4.86,3.02,region2
0.58,Ideal,1,J,7,VS2,5,62.8,57.0,1256.0,5.33,5.28,3.33,region3
0.38,Premium,2,D,1,SI1,6,58.9,61.0,988.0,4.79,4.75,2.81,region3
0.66,Very Good,3,E,2,VVS1,2,61.8,55.0,4302.0,5.6,5.66,3.48,region1
1.82,Very Good,3,G,4,SI2,7,61.3,58.0,13767.0,7.83,7.94,4.83,region2
0.72,Ideal,1,H,5,SI2,7,61.3,55.0,2169.0,5.78,5.81,3.55,region4
0.36,Ideal,1,G,4,SI1,6,62.7,55.0,618.0,4.54,4.59,2.86,region2
1.11,Ideal,1,H,5,SI2,7,62.7,57.0,5361.0,6.66,6.59,4.14,region2
0.31,Premium,2,D,1,VS2,5,60.7,59.0,954.0,4.35,4.38,2.65,region1
0.48,Ideal,1,F,3,SI2,7,61.0,57.0,1056.0,5.05,5.08,3.09,region2
1.01,Very Good,3,E,2,VS2,5,63.1,60.0,5702.0,6.3,6.26,3.96,region4
1.55,Ideal,1,J,7,SI2,7,62.0,56.0,7826.0,7.42,7.38,4.59,region2
1.51,Ideal,1,G,4,VS2,5,62.1,54.0,14434.0,7.34,7.31,4.55,region2
0.3,Ideal,1,F,3,VVS1,2,61.9,54.0,855.0,4.35,4.37,2.7,region3
0.36,Ideal,1,F,3,IF,1,60.3,57.0,1116.0,4.61,4.65,2.79,region3
0.5,Good,4,D,1,SI2,7,58.5,64.0,1245.0,5.2,5.12,3.02,region1
0.59,Very Good,3,H,5,IF,1,61.7,56.0,2085.0,5.42,5.48,3.36,region4
0.36,Ideal,1,E,2,VVS2,3,62.1,56.0,1135.0,4.53,4.58,2.83,region1
0.32,Ideal,1,F,3,VVS1,2,61.7,55.0,910.0,4.42,4.46,2.74,region3
1.02,Ideal,1,F,3,VVS2,3,61.1,56.3,12377.0,6.48,6.52,3.97,region1
2.01,Ideal,1,G,4,SI2,7,62.8,56.0,18217.0,8.07,8.02,5.05,region2
0.73,Premium,2,I,6,VVS2,3,60.6,58.0,3245.0,5.78,5.84,3.52,region1
1.01,Ideal,1,F,3,VS2,5,61.0,56.0,5096.0,6.44,6.4,3.94,region4
0.7,Premium,2,E,2,VS1,4,62.7,60.0,2426.0,5.64,5.59,3.52,region4
0.36,Very Good,3,F,3,VS1,4,61.3,54.0,703.0,4.63,4.65,2.84,region4
0.41,Premium,2,E,2,VVS1,2,60.7,58.0,1288.0,4.86,4.8,2.93,region4
0.7,Good,4,H,5,VVS2,3,58.9,61.5,3104.0,5.77,5.84,3.42,region2
0.71,Premium,2,E,2,SI1,6,60.3,60.0,2808.0,5.77,5.74,3.47,region3
0.71,Very Good,3,F,3,SI2,7,59.2,60.0,2454.0,5.85,5.91,3.48,region2
0.3,Ideal,1,H,5,VVS2,3,61.5,56.0,815.0,4.35,4.33,2.67,region3
0.78,Ideal,1,H,5,VVS2,3,62.1,56.0,4655.0,5.88,5.9,3.66,region1
0.5,Ideal,1,F,3,VS1,4,62.5,57.0,1796.0,5.06,5.09,3.17,region3
0.37,Ideal,1,F,3,SI1,6,61.6,56.0,783.0,4.61,4.65,2.85,region3
0.51,Ideal,1,D,1,SI1,6,60.4,55.0,1940.0,5.48,5.18,3.16,region2
0.9,Very Good,3,D,1,SI1,6,62.4,61.0,4928.0,6.13,6.17,3.84,region3
0.33,Ideal,1,I,6,IF,1,61.7,55.0,608.0,4.45,4.49,2.76,region4
0.71,Ideal,1,F,3,VS2,5,62.1,54.0,3197.0,5.68,5.72,3.54,region2
0.9,Ideal,1,J,7,VS1,4,62.4,56.0,4023.0,6.15,6.18,3.85,region2
0.26,Very Good,3,E,2,VVS1,2,63.4,59.0,582.0,4.0,4.04,2.55,region3
1.0,Good,4,G,4,SI1,6,59.9,58.0,8368.0,6.44,6.48,3.87,region1
0.51,Ideal,1,D,1,VS2,5,61.4,57.0,2231.0,5.13,5.16,3.16,region1
2.0,Good,4,D,1,SI2,7,63.8,57.0,9475.0,7.93,7.88,5.04,region4
0.92,Premium,2,D,1,SI2,7,62.5,59.0,3728.0,6.24,6.2,3.89,region3
0.71,Very Good,3,H,5,SI2,7,62.2,55.1,2105.0,5.7,5.72,3.55,region4
1.57,Ideal,1,I,6,SI1,6,62.2,56.0,12228.0,7.42,7.47,4.63,region2
1.0,Ideal,1,I,6,SI1,6,62.7,56.0,4800.0,6.33,6.37,3.98,region2
0.31,Ideal,1,F,3,IF,1,62.2,56.0,787.0,4.31,4.34,2.69,region4
1.2,Premium,2,I,6,VS1,4,62.8,56.0,6924.0,6.8,6.74,4.25,region2
1.13,Premium,2,G,4,VVS1,2,59.3,59.0,7981.0,6.87,6.79,4.05,region4
1.0,Good,4,G,4,SI2,7,63.8,56.0,4541.0,6.23,6.31,4.0,region2
0.56,Ideal,1,H,5,VS2,5,60.9,57.0,1457.0,5.32,5.36,3.25,region3
0.59,Ideal,1,F,3,SI1,6,62.0,53.0,1638.0,5.38,5.43,3.35,region2
0.7,Very Good,3,D,1,VS2,5,62.5,55.0,3968.0,5.65,5.71,3.55,region1
1.32,Premium,2,H,5,VS1,4,61.3,58.0,6852.0,7.09,7.01,4.32,region2
0.43,Ideal,1,G,4,VVS2,3,60.1,57.0,1373.0,4.88,4.91,2.94,region1
0.41,Ideal,1,H,5,SI2,7,61.7,56.0,826.0,4.8,4.77,2.95,region3
1.71,Ideal,1,G,4,VS1,4,62.2,55.0,15836.0,7.72,7.65,4.78,region4
1.23,Very Good,3,H,5,VS2,5,58.5,62.0,7851.0,6.98,7.0,4.09,region1
2.0,Premium,2,G,4,SI2,7,60.7,60.0,9750.0,8.13,8.07,4.92,region4
0.8,Fair,5,H,5,VS2,5,65.3,58.0,3089.0,5.78,5.73,3.76,region2
0.75,Ideal,1,J,7,VS2,5,61.5,54.0,1801.0,5.87,5.9,3.62,region4
1.5,Very Good,3,H,5,VVS2,3,62.7,58.0,12998.0,7.21,7.24,4.53,region2
0.83,Very Good,3,E,2,SI1,6,63.8,54.0,4284.0,5.96,6.04,3.83,region1
0.53,Ideal,1,E,2,VS2,5,62.3,57.0,2249.0,5.23,5.19,3.25,region2
1.5,Very Good,3,H,5,SI2,7,61.3,59.0,6997.0,7.38,7.41,4.53,region4
0.48,Ideal,1,F,3,IF,1,62.1,55.0,2800.0,5.0,5.05,3.12,region1
0.37,Ideal,1,H,5,VS2,5,61.7,55.0,633.0,4.64,4.67,2.87,region3
0.38,Ideal,1,E,2,VS1,4,61.6,56.0,1050.0,4.62,4.66,2.86,region3
0.53,Ideal,1,H,5,VVS1,2,61.3,56.0,1603.0,5.22,5.24,3.21,region4
1.71,Very Good,3,H,5,VS2,5,58.8,60.0,11244.0,7.8,7.85,4.6,region4
1.28,Ideal,1,H,5,SI1,6,61.8,57.0,9242.0,7.02,6.97,4.32,region1
1.04,Ideal,1,G,4,VS2,5,61.3,57.0,6340.0,6.53,6.56,4.01,region4
0.33,Ideal,1,F,3,VVS2,3,60.9,56.0,1266.0,4.47,4.5,2.73,region1
1.01,Premium,2,H,5,SI2,7,60.3,60.0,3971.0,6.49,6.45,3.9,region4
0.71,Premium,2,D,1,SI2,7,62.8,57.0,2131.0,5.69,5.64,3.56,region4
0.61,Very Good,3,D,1,VS1,4,60.9,56.0,2605.0,5.49,5.51,3.35,region3
0.32,Ideal,1,D,1,VVS1,2,61.8,56.0,1265.0,4.4,4.37,2.71,region1
0.32,Good,4,E,2,SI1,6,63.4,56.0,603.0,4.31,4.34,2.74,region2
1.2,Premium,2,G,4,VS1,4,60.2,60.0,8864.0,6.82,6.87,4.12,region3
1.0,Premium,2,F,3,SI1,6,60.8,59.0,4869.0,6.45,6.41,3.91,region2
1.02,Very Good,3,G,4,SI2,7,62.9,59.0,4935.0,6.38,6.4,4.02,region2
0.73,Good,4,J,7,VS2,5,60.8,63.0,2727.0,5.67,5.78,3.48,region1
0.53,Ideal,1,F,3,VVS2,3,61.4,56.0,2958.0,5.19,5.23,3.2,region1
2.2,Ideal,1,G,4,SI2,7,62.0,57.0,16351.0,8.31,8.27,5.14,region4
0.52,Premium,2,G,4,VS1,4,62.4,59.0,1906.0,5.16,5.13,3.21,region3
0.31,Ideal,1,H,5,SI1,6,61.5,55.0,534.0,4.39,4.42,2.71,region2
1.74,Very Good,3,H,5,I1,8,63.2,55.0,4911.0,7.62,7.59,4.8,region3
0.79,Ideal,1,E,2,VS1,4,62.0,56.0,4876.0,5.9,5.93,3.67,region2
0.35,Ideal,1,G,4,VVS2,3,62.1,56.0,1075.0,4.51,4.47,2.79,region3
0.59,Very Good,3,E,2,VS1,4,61.6,61.0,2093.0,5.34,5.37,3.3,region3
0.5,Premium,2,E,2,SI1,6,60.2,58.0,1840.0,5.18,5.15,3.11,region1
0.3,Premium,2,G,4,VVS1,2,62.8,58.0,912.0,4.3,4.27,2.69,region4
1.01,Good,4,G,4,SI1,6,63.2,59.0,4519.0,6.32,6.36,4.01,region4
0.56,Ideal,1,F,3,VS2,5,62.6,55.0,1633.0,5.29,5.25,3.3,region4
0.91,Ideal,1,F,3,SI2,7,61.7,55.0,4155.0,6.27,6.2,3.85,region1
1.01,Very Good,3,I,6,VS2,5,62.3,60.0,5366.0,6.33,6.41,3.97,region2
1.13,Very Good,3,J,7,SI1,6,62.9,57.7,3952.0,6.6,6.64,4.16,region4
1.52,Very Good,3,F,3,SI2,7,62.1,58.0,10985.0,7.26,7.34,4.53,region2
0.79,Very Good,3,E,2,SI1,6,63.3,56.3,4079.0,5.85,5.88,3.71,region1
0.55,Ideal,1,D,1,SI2,7,61.3,57.0,1231.0,5.28,5.23,3.22,region4
1.01,Ideal,1,F,3,I1,8,62.2,54.0,3039.0,6.42,6.44,4.0,region4
0.42,Ideal,1,G,4,VS2,5,61.7,57.0,978.0,4.83,4.8,2.97,region4
0.3,Premium,2,I,6,SI1,6,61.4,58.0,531.0,4.33,4.3,2.65,region3
0.56,Very Good,3,D,1,SI1,6,63.9,56.0,1420.0,5.2,5.26,3.34,region4
0.3,Good,4,G,4,IF,1,63.8,55.0,860.0,4.28,4.24,2.72,region4
1.87,Ideal,1,J,7,SI1,6,62.3,57.0,9123.0,7.88,7.82,4.89,region4
0.36,Very Good,3,G,4,VS1,4,61.2,60.0,944.0,4.56,4.59,2.8,region1
1.0,Very Good,3,D,1,SI2,7,63.3,60.0,4510.0,6.29,6.19,3.95,region3
0.75,Ideal,1,G,4,VVS2,3,61.3,55.0,4054.0,5.85,5.89,3.59,region2
0.73,Very Good,3,H,5,SI1,6,62.6,58.0,2496.0,5.75,5.76,3.6,region3
2.01,Very Good,3,H,5,SI1,6,59.1,58.0,16334.0,8.29,8.36,4.92,region4
0.5,Very Good,3,G,4,SI1,6,60.8,63.0,1347.0,5.08,5.11,3.1,region2
1.68,Very Good,3,G,4,VS2,5,62.7,58.0,14902.0,7.51,7.54,4.72,region3
1.01,Premium,2,E,2,SI1,6,60.0,59.0,5376.0,6.53,6.47,3.9,region4
0.72,Premium,2,F,3,SI1,6,62.0,60.0,2719.0,5.74,5.77,3.57,region2
0.41,Premium,2,G,4,SI1,6,61.7,59.0,935.0,4.71,4.73,2.91,region1
1.01,Premium,2,F,3,SI1,6,61.8,59.0,4490.0,6.41,6.34,3.94,region4
0.35,Premium,2,G,4,VS1,4,61.7,61.0,815.0,4.52,4.49,2.78,region4
0.32,Premium,2,H,5,VVS2,3,60.2,60.0,869.0,4.48,4.45,2.69,region3
1.75,Very Good,3,I,6,SI2,7,61.2,57.0,9088.0,7.71,7.76,4.73,region4
0.52,Ideal,1,H,5,SI2,7,61.0,55.0,1212.0,5.19,5.23,3.18,region2
